name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
ukraine,2022-05-16,19,8.7,14.3,19,7.6,14.2,2.3,47,0,0,0,,0,0,43.9,17.6,303.9,1016.4,55.8,22.7,242.6,21,9,10,2022-05-16T05:09:12,2022-05-16T20:40:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-05-17,19.2,6.8,13.4,19.2,5.7,13.2,-1.9,36.7,0,0,0,,0,0,51.5,20.9,296.6,1014.2,45.1,22.7,305.3,26.3,8,10,2022-05-17T05:07:50,2022-05-17T20:41:44,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-05-18,14.3,5.9,10.2,14.3,3.5,9.4,2.8,61.5,5,100,4.17,rain,0,0,44.6,18.7,343.9,1016.7,70.7,21,106.3,9.3,7,10,2022-05-18T05:06:30,2022-05-18T20:43:08,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-19,19.9,7.4,14.2,19.9,6.1,13.9,3.9,53.8,0,0,0,,0,0,37.1,14.4,336.6,1022.5,38.1,22.7,304,26.3,9,10,2022-05-19T05:05:12,2022-05-19T20:44:30,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-05-20,23.4,8.7,16.4,23.4,8.7,16.4,4.9,48.7,0.4,100,4.17,rain,0,0,18.4,7.2,275.6,1021.3,48.7,22.7,172.8,15,8,10,2022-05-20T05:03:56,2022-05-20T20:45:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-21,23.9,14.5,17.6,23.9,14.5,17.6,10.5,63.7,3,100,4.17,rain,0,0,54,21.6,256.4,1009,77.5,19.9,131,11.4,6,10,2022-05-21T05:02:43,2022-05-21T20:47:11,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-22,15.2,10.2,11.9,15.2,10.2,11.9,7.2,73.6,0.6,100,4.17,rain,0,0,56.9,23.4,291.7,1004,85.8,22.2,45.1,4,2,10,2022-05-22T05:01:31,2022-05-22T20:48:30,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-23,17.2,9.6,13.4,17.2,9.6,13.4,6.8,67.4,1,100,4.17,rain,0,0,33.5,13.3,331.6,1008.5,91,21.5,253.8,22,8,10,2022-05-23T05:00:22,2022-05-23T20:49:48,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-05-24,20.4,7.5,14.7,20.4,6.9,14.6,1.8,44.6,0,0,0,,0,0,28.8,11.2,343.8,1012.7,18.9,22.9,311.8,26.8,9,10,2022-05-24T04:59:16,2022-05-24T20:51:04,0.79,Clear,Clear conditions throughout the day.,clear-day,"remote,33345099999"
ukraine,2022-05-25,23.6,10.8,17.7,23.6,10.8,17.7,3.9,42.7,0.1,100,4.17,rain,0,0,24.5,10.8,221.4,1015.5,77,22.7,296.3,25.7,8,10,2022-05-25T04:58:11,2022-05-25T20:52:19,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-26,21.3,12.7,16.8,21.3,12.7,16.8,8.1,59.4,8,100,8.33,rain,0,0,56.5,23.8,268.6,1011.6,74.9,20.8,209.3,18.2,9,10,2022-05-26T04:57:10,2022-05-26T20:53:32,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-05-27,21.9,13.5,17.2,21.9,13.5,17.2,7.3,54,0.1,100,4.17,rain,0,0,50,20.5,264.9,1012.2,82.8,21.2,198.4,17,7,10,2022-05-27T04:56:10,2022-05-27T20:54:44,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-05-28,18.4,10.1,14.8,18.4,10.1,14.8,6.6,61.3,5,100,4.17,rain,0,0,54,21.6,260.6,1009.8,72.9,22,245.8,21.3,9,10,2022-05-28T04:55:13,2022-05-28T20:55:54,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-05-29,20.7,8,14.6,20.7,7,14.4,3.6,49.6,0,0,0,rain,0,0,29.5,11.9,253.4,1013.7,45.4,22.7,293.2,25.4,8,10,2022-05-29T04:54:19,2022-05-29T20:57:03,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-05-30,18.6,13.3,15.6,18.6,13.3,15.6,12.2,80.9,3.5,100,8.33,rain,0,0,43.6,15.8,137.3,1014.2,93.7,20.1,45.3,3.9,3,10,2022-05-30T04:53:27,2022-05-30T20:58:09,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-05-31,21.3,14.4,17.1,21.3,14.4,17.1,12,73.8,6,100,4.17,rain,0,0,36.7,14.8,8.6,1017.8,72.2,21.8,211.4,18.2,8,10,2022-05-31T04:52:38,2022-05-31T20:59:14,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-06-01,27.1,13.3,19.7,27.2,13.3,19.7,12.4,63.9,0,0,0,rain,0,0,22.7,7.9,69.3,1017.6,47.9,22.4,314.3,27.1,8,30,2022-06-01T04:51:52,2022-06-01T21:00:17,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-02,28.6,17.5,22.6,28.4,17.5,22.6,15,64.2,0.3,100,4.17,rain,0,0,36,12.6,333,1016.9,45.8,22.3,282.6,24.4,8,30,2022-06-02T04:51:08,2022-06-02T21:01:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-06-03,21.8,14.4,18.6,21.8,14.4,18.6,11,63.9,9,100,4.17,rain,0,0,37.1,16.2,343.2,1021.5,60.9,22.1,337.1,29.1,9,10,2022-06-03T04:50:27,2022-06-03T21:02:17,0.13,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"33345099999,remote"
ukraine,2022-06-04,24,14.2,19.3,24,14.2,19.3,9,53.8,0,0,0,,0,0,22.3,8.3,89.3,1021.4,62.2,22.7,310.4,26.9,9,10,2022-06-04T04:49:49,2022-06-04T21:03:14,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-05,21.1,15.7,18,21.1,15.7,18,10.5,62.4,2,100,8.33,rain,0,0,27.7,14.4,26.9,1017.2,83.3,22.7,166.6,14.4,5,10,2022-06-05T04:49:13,2022-06-05T21:04:09,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-06-06,24.8,14.2,20,24.8,14.2,20,9.2,53.6,0,0,0,,0,0,27,10.8,25.6,1018.2,38.4,22.7,325.6,28.1,9,10,2022-06-06T04:48:41,2022-06-06T21:05:01,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-07,26.7,14.6,21.2,26.7,14.6,21.2,9.3,48.8,0,0,0,,0,0,19.1,7.2,107.2,1016.6,43.1,22.7,243.5,20.9,8,10,2022-06-07T04:48:11,2022-06-07T21:05:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-08,28.9,16.2,23.2,27.6,16.2,22.9,10.2,46.5,0,0,0,,0,0,20.2,7.6,140.3,1013.1,50.2,22.7,211.8,18.2,9,10,2022-06-08T04:47:44,2022-06-08T21:06:40,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-09,30,17.1,24.5,28.6,17.1,24.1,10.8,44.8,0,0,0,,0,0,31,13,121.2,1011.5,51.1,22.7,234.8,20.4,9,10,2022-06-09T04:47:20,2022-06-09T21:07:25,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-10,29.8,17.8,24.4,28.2,17.8,23.9,9.8,42.6,0,0,0,,0,0,30.6,12.2,96.7,1013.9,36.2,22.7,330.4,28.4,9,10,2022-06-10T04:46:59,2022-06-10T21:08:08,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-11,31.9,17.7,25.4,30,17.7,24.6,8.6,37.4,0,0,0,,0,0,23,8.6,92.8,1014.4,11.4,22.7,321,27.7,9,10,2022-06-11T04:46:40,2022-06-11T21:08:49,0.4,Clear,Clear conditions throughout the day.,clear-day,"33345099999,remote"
ukraine,2022-06-12,28.7,18.3,24.2,28.4,18.3,24.1,14.1,54.8,0.2,100,8.33,rain,0,0,37.8,15.5,353.6,1013.3,46.4,22.7,251.2,21.6,9,10,2022-06-12T04:46:25,2022-06-12T21:09:27,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"33345099999,remote"
ukraine,2022-06-13,27.5,18.8,23.8,26.9,18.8,23.6,11.6,48.8,0,0,0,,0,0,28.8,11.5,350.7,1012.3,53.5,24.8,265.8,22.9,9,10,2022-06-13T04:46:12,2022-06-13T21:10:03,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-14,22.4,15.7,19.6,22.4,15.7,19.6,9.6,54,2,100,4.17,rain,0,0,48.2,20.5,302,1012.2,58.3,22.9,193.2,16.7,6,10,2022-06-14T04:46:03,2022-06-14T21:10:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-06-15,22.3,12.9,17.7,22.3,12.9,17.7,6,48.1,0,0,0,,0,0,40,16.6,301.4,1017.5,58.6,22.7,265.6,23,9,10,2022-06-15T04:45:56,2022-06-15T21:11:06,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-16,24.4,13,19.4,24.4,13,19.4,7,46.9,0,0,0,,0,0,26.3,10.1,285.8,1018.2,69.3,22.7,207.1,17.8,8,10,2022-06-16T04:45:52,2022-06-16T21:11:34,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-17,24.5,13.9,18.7,24.5,13.9,18.7,9.4,57.4,0.4,100,4.17,rain,0,0,48.6,17.6,300,1016.2,90.8,19.7,128.8,11.2,7,10,2022-06-17T04:45:52,2022-06-17T21:11:58,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-06-18,23.6,13.4,18.6,23.6,13.4,18.6,11.4,66.2,2,100,4.17,rain,0,0,33.1,14.4,340.7,1017.3,69.2,20.5,246.8,21.3,9,10,2022-06-18T04:45:54,2022-06-18T21:12:20,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-06-19,29.9,13.5,22.7,28.7,13.5,22.4,10.3,48,0,0,0,,0,0,32.8,13,248.7,1016.8,22.6,22.7,329.5,28.4,9,10,2022-06-19T04:45:59,2022-06-19T21:12:40,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-20,32.4,19.5,26.1,30.7,19.5,25.4,10.9,40.9,0,0,0,,0,0,41.4,17.3,224.2,1010.6,0.4,22.7,334.7,28.9,9,10,2022-06-20T04:46:07,2022-06-20T21:12:56,0.7,Clear,Clear conditions throughout the day.,clear-day,"33345099999,remote"
ukraine,2022-06-21,29,15.2,21.5,28.5,15.2,21.5,11.8,55.8,6,100,4.17,rain,0,0,61.2,26.3,266.6,1002.4,50.5,21.1,214.1,18.5,8,30,2022-06-21T04:46:17,2022-06-21T21:13:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,33345099999"
ukraine,2022-06-22,18.9,10.9,15,18.9,10.9,15,9,68.5,0.4,100,4.17,rain,0,0,36.4,14.8,308,1001.3,72.1,21.5,274.3,23.7,8,10,2022-06-22T04:46:31,2022-06-22T21:13:20,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-06-23,21.2,13.9,17.8,21.2,13.9,17.8,12.6,72.8,1,100,4.17,rain,0,0,51.1,22,357.9,1008.2,94.2,22.9,152.6,13.1,6,10,2022-06-23T04:46:47,2022-06-23T21:13:27,0.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-06-24,26.9,17.4,22,26.6,17.4,21.9,10.9,51.8,0.5,100,4.17,rain,0,0,45.7,19.1,12.3,1012.9,74,22.9,312.1,26.9,9,10,2022-06-24T04:47:06,2022-06-24T21:13:32,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-06-25,27.5,16.6,22.5,26.7,16.6,22.5,11.3,50.9,0,0,0,rain,0,0,35.6,14,52.7,1015.1,50.8,22.7,308.8,26.8,9,10,2022-06-25T04:47:28,2022-06-25T21:13:34,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-26,28.2,18.5,23.8,27.7,18.5,23.7,13.6,54.5,0,0,0,,0,0,38.2,14.8,63.7,1017.8,72.3,22.7,215,18.6,8,10,2022-06-26T04:47:53,2022-06-26T21:13:33,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-27,31.1,19.2,25.8,30,19.2,25.5,14.6,52.4,0,0,0,,0,0,39.2,15.5,57.5,1019.5,69.3,22.7,224.7,19.4,7,10,2022-06-27T04:48:20,2022-06-27T21:13:28,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-28,33.4,21.1,27.8,32.3,21.1,27.6,15.6,50,0,0,0,,0,0,29.5,12.2,24.1,1017.9,53.9,22.7,297.9,25.7,8,30,2022-06-28T04:48:50,2022-06-28T21:13:21,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-06-29,34.1,19.7,26.7,33.6,19.7,26.8,17.6,59.9,19,100,4.17,rain,0,0,37.8,14.8,98.2,1016.8,73.2,21.4,260.9,22.6,8,30,2022-06-29T04:49:23,2022-06-29T21:13:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-06-30,27.9,17.4,24.1,29,17.4,24.3,18,70.7,0.4,100,4.17,rain,0,0,30.2,11.2,87.1,1015.8,78,22.5,286.1,24.7,8,10,2022-06-30T04:49:58,2022-06-30T21:12:58,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-07-01,30.1,18.9,24.7,28.7,18.9,24.4,14.2,55.7,0,0,0,,0,0,29.5,14.4,16.8,1017.2,35.8,22.7,332.6,28.6,9,10,2022-07-01T04:50:36,2022-07-01T21:12:42,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-02,28.9,17.9,23.3,27.7,17.9,23.1,11,48.6,0,0,0,,0,0,31.3,12.6,96.1,1020.5,11.9,22.7,338.8,29.4,9,10,2022-07-02T04:51:16,2022-07-02T21:12:23,0.11,Clear,Clear conditions throughout the day.,clear-day,"33345099999,remote"
ukraine,2022-07-03,26.8,16.4,22,26.6,16.4,22,11.7,53.3,0.6,100,4.17,rain,0,0,18,7.2,199.9,1019.6,66.1,22.9,241.2,20.8,8,10,2022-07-03T04:51:58,2022-07-03T21:12:01,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-07-04,30.5,17.2,24.4,29.2,17.2,24,13.2,53.1,0,0,0,,0,0,19.1,7.2,182.5,1016.8,30.2,22.7,324.8,28,8,10,2022-07-04T04:52:43,2022-07-04T21:11:36,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-05,32.5,20.2,26.8,31.4,20.2,26.5,14.7,50.3,0,0,0,,0,0,20.2,7.6,198.1,1014.6,57.8,22.7,272.7,23.5,9,10,2022-07-05T04:53:30,2022-07-05T21:11:08,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-06,34.1,20.4,26.8,33,20.4,26.5,15.6,54.8,8,100,4.17,rain,0,0,40.3,16.9,185.6,1011.8,62.7,22.3,218.5,18.7,8,10,2022-07-06T04:54:19,2022-07-06T21:10:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-07-07,23.9,15.2,19.8,23.9,15.2,19.8,12.9,66.3,1.2,100,8.33,rain,0,0,41.4,18,336.8,1015.3,90.4,22.5,272.2,23.7,8,10,2022-07-07T04:55:11,2022-07-07T21:10:04,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"33345099999,remote"
ukraine,2022-07-08,24.3,16.9,20.2,24.3,16.9,20.2,12.9,63.5,0.7,100,8.33,rain,0,0,34.2,14.4,19.4,1017.1,98.5,23.1,142.4,12.1,6,10,2022-07-08T04:56:05,2022-07-08T21:09:28,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-07-09,23.1,17.2,19.6,23.1,17.2,19.6,14,70.9,0.6,100,8.33,rain,0,0,34.9,14.4,1.5,1014.1,90.4,22.9,184.4,15.8,6,10,2022-07-09T04:57:00,2022-07-09T21:08:49,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-07-10,24.5,15.8,20.1,24.5,15.8,20.1,13.6,67.6,0,0,0,rain,0,0,32.4,13.3,339.2,1008.6,50.3,22.1,300.1,25.9,8,10,2022-07-10T04:57:58,2022-07-10T21:08:07,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-11,22.8,15.4,18.5,22.8,15.4,18.5,12.2,68.5,3,100,4.17,rain,0,0,47.2,20.2,308.3,1008.1,93.8,22.7,157.8,13.5,6,10,2022-07-11T04:58:58,2022-07-11T21:07:22,0.42,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-07-12,20.1,13.1,16.7,20.1,13.1,16.7,10.6,68.2,12,100,8.33,rain,0,0,49.7,19.1,246.5,1011.4,79.1,22,206.5,17.8,7,10,2022-07-12T04:59:59,2022-07-12T21:06:34,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-07-13,18.3,12.9,14.9,18.3,12.9,14.9,12.1,83.6,8.9,100,8.33,rain,0,0,56.9,21.2,215.8,1007.4,91.7,18.6,30.3,2.7,2,10,2022-07-13T05:01:02,2022-07-13T21:05:44,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-07-14,26.2,14.2,19.4,26.2,14.2,19.4,12.8,68.5,0,0,0,rain,0,0,44.6,18,293.3,1010.3,60.2,22.7,210.4,18.1,6,10,2022-07-14T05:02:07,2022-07-14T21:04:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-15,24.2,15.7,19.8,24.2,15.7,19.8,14.9,74.1,0.2,100,8.33,rain,0,0,27,10.1,292.3,1012.2,71.7,22.5,174.8,15.1,6,10,2022-07-15T05:03:14,2022-07-15T21:03:56,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"33345099999,remote"
ukraine,2022-07-16,24.1,13.2,19.5,24.1,13.2,19.5,10.4,59.5,0,0,0,,0,0,27,10.8,278.7,1016.2,52.5,22.7,314.8,27.2,9,10,2022-07-16T05:04:22,2022-07-16T21:02:58,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-17,19.7,13.4,16.9,19.7,13.4,16.9,10.3,66.2,0.6,100,4.17,rain,0,0,41.8,16.9,280.8,1017.2,73.7,22.4,229.7,19.9,9,10,2022-07-17T05:05:32,2022-07-17T21:01:58,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-07-18,23.1,11.7,17.6,23.1,11.7,17.6,10.1,65.3,0.6,100,4.17,rain,0,0,34.9,14,308,1020.8,57.9,22.2,204.8,17.8,8,10,2022-07-18T05:06:43,2022-07-18T21:00:55,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-07-19,21.6,13.1,17.6,21.6,13.1,17.6,12.3,71.4,2,100,4.17,rain,0,0,32.8,11.9,273.7,1020.9,74,22.9,98.7,8.5,4,10,2022-07-19T05:07:56,2022-07-19T20:59:50,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-07-20,27.5,14.1,20.7,27,14.1,20.6,12.8,64.6,0,0,0,rain,0,0,52.9,22,301.7,1016.3,52.6,22.4,201.3,17.4,8,10,2022-07-20T05:09:10,2022-07-20T20:58:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-21,26.4,14.2,20.9,26.4,14.2,20.9,10.3,52,0,0,0,,0,0,49.3,20.5,320.3,1013.5,38,22.7,287.9,24.9,8,10,2022-07-21T05:10:25,2022-07-21T20:57:32,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-22,26.5,16.7,22,26.5,16.7,22,13.4,61.4,0,0,0,,0,0,50.4,21.6,352.5,1013.8,39.7,22.9,295.5,25.4,8,10,2022-07-22T05:11:41,2022-07-22T20:56:19,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-23,28.9,16.6,23.4,28.1,16.6,23.2,13.4,56.4,0,0,0,,0,0,19.4,7.6,4.7,1016.3,15.7,22.7,309.6,26.7,8,10,2022-07-23T05:12:59,2022-07-23T20:55:05,0.82,Clear,Clear conditions throughout the day.,clear-day,"33345099999,remote"
ukraine,2022-07-24,29.9,18.6,23.2,29,18.6,23.1,15.1,63.1,1,100,4.17,rain,0,0,37.8,15.1,246.2,1013.8,57.2,22.1,232.3,20.1,8,10,2022-07-24T05:14:17,2022-07-24T20:53:48,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-07-25,24.5,17.1,20.7,24.5,17.1,20.7,14.8,70.8,0.3,100,4.17,rain,0,0,37.4,15.8,326.8,1012.8,67.2,22.2,182.3,15.7,7,10,2022-07-25T05:15:37,2022-07-25T20:52:29,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33345099999,remote"
ukraine,2022-07-26,26.8,15.9,21.7,26.7,15.9,21.7,12.8,59.8,0,0,0,,0,0,31,12.6,347.6,1011.2,31.3,22.7,304.5,26.3,8,10,2022-07-26T05:16:58,2022-07-26T20:51:08,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-27,28.3,17.2,22.7,27.7,17.2,22.6,13.5,58,0,0,0,,0,0,36.7,15.1,279.5,1011.4,68.1,22.7,194.7,16.6,6,10,2022-07-27T05:18:19,2022-07-27T20:49:44,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-28,27.1,17.1,21.9,26.6,17.1,21.8,12.3,57.9,0,0,0,,0,0,32.4,12.6,342.7,1016.9,54.4,22.7,291.4,25.3,8,10,2022-07-28T05:19:42,2022-07-28T20:48:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-29,28.1,16.1,22.9,27.1,16.1,22.7,10.9,49.1,0,0,0,,0,0,18,7.9,49.4,1019.8,47.4,22.7,266.7,23.1,8,10,2022-07-29T05:21:05,2022-07-29T20:46:52,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-30,29.7,17.9,24.2,28.9,17.9,24,13.5,54,0,0,0,,0,0,27.4,11.2,136.1,1017.6,61,22.7,214,18.4,7,10,2022-07-30T05:22:29,2022-07-30T20:45:23,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-07-31,30.1,17.4,24.2,28.9,17.4,23.9,13,52.9,0,0,0,,0,0,40.7,16.6,124.9,1013.9,68.5,22.7,278.6,24.1,8,10,2022-07-31T05:23:54,2022-07-31T20:43:52,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
ukraine,2022-08-01,28.7,17.9,22.7,28.7,17.9,22.7,14.5,61,0.1,100,4.17,rain,0,0,40,16.6,108.6,1010.8,92.7,22.2,242.8,21,7,10,2022-08-01T05:25:19,2022-08-01T20:42:19,0.13,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"33345099999,remote"
ukraine,2022-08-02,22.1,18.4,19.7,22.1,18.4,19.7,17.3,86.1,15.7,100,8.33,rain,0,0,34.2,15.1,357.7,1011.5,98.3,17.5,30,2.4,2,10,2022-08-02T05:26:45,2022-08-02T20:40:44,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-08-03,23.1,17.6,20,23.1,17.6,20,17.8,87.6,19,100,8.33,rain,0,0,37.8,14.8,358.1,1013.3,95.2,19.3,192,16.5,6,10,2022-08-03T05:28:12,2022-08-03T20:39:08,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33345099999,remote"
ukraine,2022-08-04,24.9,18.6,21.1,24.9,18.6,21.1,18.1,83.4,1,100,4.17,rain,0,0,33.8,13.3,7.4,1015.5,87.4,20.1,224,19.2,8,10,2022-08-04T05:29:39,2022-08-04T20:37:30,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-08-05,26.6,18.1,22,26.6,18.1,22,18.3,80.9,0.1,100,4.17,rain,0,0,35.3,10.8,43.9,1015.3,73.2,19.8,174.1,15.1,6,10,2022-08-05T05:31:07,2022-08-05T20:35:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33345099999,remote"
ukraine,2022-08-06,30.1,17.7,24.2,30.4,17.7,24.4,17.8,70.4,0,0,0,,0,0,22.7,9,85.1,1015.9,40.2,21,280.9,24.3,8,10,2022-08-06T05:32:35,2022-08-06T20:34:08,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33345099999,remote"
